Username,Verified,Comment Text,Likes,Time,Replies,Translation,Offensive?
_not_mah1_frfr,FALSE,Get married already,1,4d,0,FALSE,FALSE
ami_aminulislam,FALSE,Masallah❤️ Future wife.,0,4d,0,FALSE,FALSE
ig_its_ahnaf,FALSE,Bhablam Biye hoye gese👏🔥Pewdiepie song👏🔥,0,4d,0,TRUE,FALSE
neyamul_bashar_arafat,FALSE,Tumra jodi biye na koro tahole ami bish khaboooo 😭👏,1,4d,0,TRUE,FALSE
pn_pinon,FALSE,i know the secret guyz👀,0,4d,0,FALSE,FALSE
hamim_1st,FALSE,The way she looks 👀,0,4d,0,FALSE,FALSE
sksakir273,FALSE,Mashaallah❤️,0,4d,0,FALSE,FALSE
rong__.cha,FALSE,"Yesss bro, congratulations. Have a great life ahead",0,4d,0,FALSE,FALSE
zi_an_malik,FALSE,(Alhamdulillah) comming soon.!,0,4d,0,FALSE,FALSE
sylviadostoevsky,FALSE,The hellll😭😭😭 for a freaking second i thought they got engaged and they're announcing publicly 😭😭😭😭 my poor heart,0,4d,0,FALSE,FALSE
kamrulhasanmehedi5,FALSE,@t.sunehra Congratulations Apu For 1M,0,4d,0,FALSE,FALSE
sylviadostoevsky,FALSE,I freaking thought they're announcing their relationship publicly...I freaking thought they got married 😭😭😭,0,4d,0,FALSE,FALSE
myself_chotu23,FALSE,USS Bhai 😍,0,4d,0,FALSE,FALSE
myself_chotu23,FALSE,Cute Couple 😍,0,4d,0,FALSE,FALSE
sylviadostoevsky,FALSE,I freaking almost jumped and started shouting 😭 but then I saw the caption,0,4d,0,FALSE,FALSE
i_abirchowdhury,FALSE,আ ভাই হবে,0,4d,0,TRUE,FALSE
milonkun.tt,FALSE,shipping this couple so harddd.❤️❤️❤️❤️,0,4d,0,FALSE,FALSE
milonkun.tt,FALSE,lots of love brother,0,4d,0,FALSE,FALSE
osmans_sarwar,FALSE,Congratulations 🎊 ❤️👏,0,4d,0,FALSE,FALSE
nuzshits,FALSE,get married already,0,4d,0,FALSE,FALSE
s.m.riyad_islam_jowar,FALSE,And they said they are just friend..!!!,2,4d,0,FALSE,FALSE
sanjidaurmi101,FALSE,Ekhon taile biye ta koira felo🥶🥱,0,4d,0,TRUE,FALSE
fuyad.sheikh.jami,FALSE,❤️❤️❤️,0,4d,0,FALSE,FALSE
ratno_strange_,FALSE,"Rafsan bhaiya always comment gular reply ""bro,..."" Agula dileo bhetore onek blush kortese🤣",0,4d,0,TRUE,FALSE
marijuana.piece13,FALSE,I hope you get marry with sunehra apu 😭,0,4d,0,FALSE,FALSE
nora72994,FALSE,😭😭😭oh my goodness 🔥,0,4d,0,FALSE,FALSE
hirok_is_here,FALSE,বিয়ে তাহলে করেই ফেললেন ভাই? 😐,0,4d,0,TRUE,FALSE
ayesha.ayeasha,FALSE,❤️❤️❤️❤️❤️❤️,0,4d,0,FALSE,FALSE
mishkat.raiyan,FALSE,"Congratulations brother, I wish you a happy future ❤️",0,4d,0,FALSE,FALSE
shut_up_maisha_here,FALSE,I thought that this one is both of your engagement post,0,4d,0,FALSE,FALSE
mahorabislam,FALSE,@thechotobhai Bro you look like her.... security gard 👀,0,4d,0,FALSE,FALSE
ishfaq_didar_rafin,FALSE,Best friends to husband-wife.InshaAllah.,0,4d,0,FALSE,FALSE
mrk_fidel,FALSE,Vai Rafsan amader enough information dise je sunera ar Rafsan Vai Future couple,0,4d,0,TRUE,FALSE
hassan_shawon75,FALSE,Matching with her Saree pink Punjabi nice bro😂😂,0,4d,0,FALSE,FALSE
celesteme4e,FALSE,Biya da korteso na ken bhai,0,4d,0,FALSE,FALSE
samkhan_210,FALSE,I thought that they got married literally and this post is about the announcement 🙂 Until I saw the caption. Btw I...  more,0,4d,0,FALSE,FALSE
itzanik009,FALSE,Yaaaaa vaiiii,0,4d,0,FALSE,FALSE
ishhaq__,FALSE,Vabi,0,4d,0,FALSE,FALSE
tawhid.theyounger,FALSE,Vaiya Eta vabi naki?👀,0,4d,0,TRUE,FALSE
_rifat_hossain_83,FALSE,❤️❤️❤️❤️,0,4d,0,FALSE,FALSE
inner_peace60,FALSE,I thought you both are gonna engaged,0,4d,0,FALSE,FALSE
sumai._.yaaa_,FALSE,Ohh twinning 👀,0,4d,0,FALSE,FALSE
itz_sabbir_015,FALSE,Hobuu bow 😍😂🔥,0,4d,0,FALSE,FALSE
twenkley123,FALSE,আরালে আরালে খালি আনন্দ হয় গো,0,4d,0,TRUE,FALSE
ismam_box,FALSE,Everyone: What's going on.... Rafsan: Just revealing something... @thechotobhai,0,4d,0,FALSE,FALSE
jubayerahmed8910,FALSE,শুভ কাজে দেরি নয় ❤️,0,4d,0,TRUE,FALSE
fahm_idafaiza,FALSE,❤️❤️❤️,0,4d,0,FALSE,FALSE
raihan_ahmed_100,FALSE,Biye kore felen,0,4d,0,TRUE,FALSE
saadftw_,FALSE,Holy chopped 🥀,0,4d,0,FALSE,FALSE
sahedhasan_shuvro,FALSE,Marry her❤️,0,4d,0,FALSE,FALSE
yeasrib_,FALSE,Weeded couple ❤️,0,4d,0,FALSE,FALSE
mrrafiq_,FALSE,Biye ta korafelo,0,4d,0,FALSE,FALSE
samsuzzoha.sourov,FALSE,বাঙালি কিন্ত ভুল করে না 👀,0,4d,0,TRUE,FALSE
shuv.oray,FALSE,@thechotobhai যা রটে তা কিছুটা হলেও ঘটে ভাইয়া 👀,0,4d,0,TRUE,FALSE
asmachowdhuryxy,FALSE,Couple 🔥,0,4d,0,FALSE,FALSE
haraiya_gasi,FALSE,Vhai chobi dekhe vhaisi biye done caption e dekhbo🐸,0,4d,0,TRUE,FALSE
tinnyahmmed,FALSE,"@t.sunehra be like- ogo shuncho, tumi kacchi khaba nki briyani ...  more",0,4d,0,FALSE,FALSE
shovo_0001,FALSE,nice couple😍,0,4d,0,FALSE,FALSE
hi_allegory__,FALSE,Daud kim 2.0 👀 with his pinkyyyyyy🎀,0,4d,0,FALSE,FALSE
hertheliving,FALSE,Power Team. 💕,0,4d,0,FALSE,FALSE
ali_baba_a.k.m,FALSE,❤️❤️❤️❤️,0,4d,0,FALSE,FALSE
anilabrahimi83,FALSE,😍😍😍🔥,0,4d,0,FALSE,FALSE
nr_likhon,FALSE,❤️❤️,0,4d,0,FALSE,FALSE
sayed_kafi,FALSE,Bro just married already,0,4d,0,FALSE,FALSE
ayman_akash.94402343,FALSE,🥀🖤,0,4d,0,FALSE,FALSE
sylviadostoevsky,FALSE,Bro said looking at me literally 😂😭👀,0,4d,0,FALSE,FALSE
rafi_078186,FALSE,They are Bangladeshi nishchay and ruchika,0,4d,0,FALSE,FALSE
ma_dd_9,FALSE,Congratulations ?🥂,0,4d,0,FALSE,FALSE
_rean_18,FALSE,Jamai Bow Jamai Bow Lagtada 👀,0,4d,0,TRUE,FALSE
_.asfiaaa_,FALSE,Vaia vabsilam bie korso 👀,0,4d,0,TRUE,FALSE
afra_14135,FALSE,I though 😭,0,4d,0,FALSE,FALSE
mdwajid.mdwajid.75286,FALSE,❤️❤️❤️,0,4d,0,FALSE,FALSE
afiyanowshin,FALSE,Ami vabsi oder biar programme 🤣🤣🤣🤣,0,4d,0,FALSE,FALSE
afiyanowshin,FALSE,K k amar moto vabso?,0,4d,0,FALSE,FALSE
cringelowrd,FALSE,bhai biya da koira falan to,0,4d,0,TRUE,FALSE
nuhaaaa_._,FALSE,Rafsan got friendzoned by sunehraa 😝😝☝️,0,4d,0,FALSE,FALSE
ara.liaam,FALSE,"They will still say "" We are just friends"" 😭",3,4d,0,FALSE,FALSE
inspirevision31,FALSE,🔥🔥,0,4d,0,FALSE,FALSE
nayeemsheikh4939,FALSE,@t.sunehra crush apu 🥰🥰,0,4d,0,FALSE,FALSE
jhiad_hasan,FALSE,Vablam Biya done🙂,0,4d,0,FALSE,FALSE
ooormi46,FALSE,Tomader to Valo manay. but ager tomader boro Vai bon kea age married daw. Nile tomra married korba na. Pls 🙏. Sobie chai,0,3d,0,TRUE,FALSE
m_tuhin1036,FALSE,বিয়ে টা করো না কেনো তোমরা এখন👀😍❤️,0,3d,0,TRUE,FALSE
tanjim_rahman_turjo,TRUE,Verified  ❤️😭,0,3d,0,FALSE,FALSE
ashr_afin,FALSE,Eyes never lie👀,0,3d,0,FALSE,FALSE
jubayer_islam_jahid,FALSE,Future couple 👏,0,3d,0,FALSE,FALSE
raj_tanzil_fc,FALSE,Your insta 1M soon 👀👏,2,3d,0,FALSE,FALSE
alazadyousuf,FALSE,Biya kore felo choto vai.,0,3d,0,TRUE,FALSE
_muntahaha._,FALSE,Mashaallah ki cute lgtese duijon k😭 to bhaiya tomdr biyer pic kobe post krba?🙊💐,4,3d,0,TRUE,FALSE
abdulaziz67265,FALSE,best couple ❤️🔥,0,3d,0,FALSE,FALSE
8flbwo5e,FALSE,🔥,0,3d,0,FALSE,FALSE
sabaaah_aww,FALSE,biye korse bhaba ami😭,0,3d,0,TRUE,FALSE
tanvir23435,FALSE,Made for each other 😍❤️,0,3d,0,FALSE,FALSE
sumaiyaakther333,FALSE,seriously congratulations korse valo kotha kintu couple photo diya 😂😂😂,0,3d,0,FALSE,FALSE
mahathir__karim,FALSE,congratulations for your Married life.,0,3d,0,FALSE,FALSE
with_the_jafor,FALSE,বন্ধু বন্ধুর পাশে থাকার উদাহরণ 💜 ...  more,0,3d,0,TRUE,FALSE
mahbub_mabim,FALSE,💙,0,3d,0,FALSE,FALSE
humaira.a.ayesha.1,FALSE,She looks like Ariana Grande,0,3d,0,FALSE,FALSE
sunnyyy143_,FALSE,bhabi 🙌,0,3d,0,FALSE,FALSE
iamsnf_,FALSE,I literally thought you guys got married 😢,0,3d,0,FALSE,FALSE
muhammad__a_k_a_s_h,FALSE,Next Couple Vlogar 🤫,0,3d,0,FALSE,FALSE
reaiyann,FALSE,Is bro boro Bhai now?,0,3d,0,FALSE,FALSE
dipusikder04,FALSE,"""I thought you guys were getting married — especially with those matching outfits! Maybe something's going on?""",0,3d,0,FALSE,FALSE
rihab_bushra,FALSE,Biya koro biya 😾☝🏻,0,3d,0,FALSE,FALSE
zaiadkhan_,FALSE,@thechotobhai bro apu ii to tmr future wife,0,3d,0,FALSE,FALSE
habiburrahmanpalash,FALSE,Vai biye korben kobe?@thechotobhai,0,3d,0,TRUE,FALSE
mdyahiajoy,FALSE,👀😂,0,3d,0,FALSE,FALSE
mahima_miha,FALSE,You guys are looking so cute together 💗sry for the irrelevant comment🤌,0,3d,0,FALSE,FALSE
ronok_522,FALSE,apnar wife to masallah,0,3d,0,FALSE,FALSE
mohammadmeraz1,FALSE,😍❤️😭👀👏🔥,0,3d,0,FALSE,FALSE
shazzad_hossain003,FALSE,❤️❤️,0,3d,0,FALSE,FALSE
mugdho273,FALSE,Alhumdulillah ❤️,0,3d,0,FALSE,FALSE
adnan_shahriar__,FALSE,Bhayya jitesnn👀,0,3d,0,FALSE,FALSE
ahamed_oyon69,FALSE,Alhamdulillah 😢,0,3d,0,FALSE,FALSE
_the_gentle_men_xd,FALSE,K,0,3d,0,FALSE,FALSE
l4._i1,FALSE,,0,3d,0,FALSE,FALSE
khaled_bin_walid_33,FALSE,The best couple in bd😍,0,3d,0,FALSE,FALSE
limonshi,FALSE,❤️,0,3d,0,FALSE,FALSE
ahmedsaadman017,FALSE,I was about to write congratulations for a new life,0,3d,0,FALSE,FALSE
safwan_labib_,FALSE,👀👀👀👀,0,3d,0,FALSE,FALSE
jo__jo___o,FALSE,Tumader biye te food review diyo choto bhai😭,0,3d,0,FALSE,FALSE
your_rafuu_14o3,FALSE,Ar first vabsilam biya kore felso🙂💔,0,3d,0,TRUE,FALSE
tabassumrawshan,FALSE,I thought it was the announcement 😭,0,3d,0,FALSE,FALSE
imagine3592024,FALSE,My reaction : Before😱 After 💀,0,3d,0,FALSE,FALSE
ratryisratjahan,FALSE,❤️❤️❤️,0,3d,0,FALSE,FALSE
zennie.01,FALSE,❤️❤️❤️,0,3d,0,FALSE,FALSE
solaimanhossensabbir,FALSE,বিয়া করবেন কবে হেইডা কন,0,3d,0,TRUE,FALSE
nahid_hidd,FALSE,@thechotobhai kire magir jamai,0,3d,0,TRUE,FALSE
khalidsabbir2,FALSE,The way she look at him 👀,0,3d,0,FALSE,FALSE
mds456340,FALSE,ঐকিরে,0,3d,0,TRUE,FALSE
rafatislam212,FALSE,❤️,0,3d,0,FALSE,FALSE
nirjon0007,FALSE,🔥,0,3d,0,FALSE,FALSE
nujula5_5_23,FALSE,Congratulations,0,3d,0,FALSE,FALSE
ariya__00009,FALSE,😂👏🔥,0,3d,0,FALSE,FALSE
echoesofcelestia_47,FALSE,🔥,0,3d,0,FALSE,FALSE
farhabi_06,FALSE,বিয়ে টা দেখার অপেক্ষা,0,3d,0,TRUE,FALSE
nahid_hidd,FALSE,Kire,0,3d,0,FALSE,FALSE
afsana_papri_ot7,FALSE,মুরুব্বি উহু উহু🌚👀,1,3d,0,TRUE,FALSE
hae_in.03,FALSE,No nazrs guys,0,3d,0,FALSE,FALSE
marjia_islam_nahar,FALSE,❤️❤️,0,3d,0,FALSE,FALSE
s_y4ra06,FALSE,nvm thought they got married or smth 🙏🏽,0,3d,0,FALSE,FALSE
taieba_toha,FALSE,Biye sadiir post Mone korlam 🙂,0,3d,0,TRUE,FALSE
sabuj_ahmed_74,FALSE,tomader biye dekhbo bole ami biye kori na. 👀,0,3d,0,TRUE,FALSE
farabi_mim.1.0,FALSE,💖💖,2,3d,0,FALSE,FALSE
e__r__a__,FALSE,❤️😭😭,0,3d,0,FALSE,FALSE
ruhulaminonthescene,FALSE,অকে এখন বিয়ে টা করে ফেলো এই মেয়েকে,0,3d,0,TRUE,FALSE
monalisha__ch,FALSE,❤️,0,3d,0,FALSE,FALSE
sym_6t9,FALSE,Smthing smthing👀,0,3d,0,FALSE,FALSE
mahorabislam,FALSE,@thechotobhai Bro you look like her.... security gard 👀,0,3d,0,FALSE,FALSE
opu.lnc,FALSE,"Dream couple 👩‍❤️‍👨 , inshallah 🤍🤲🏼",0,3d,0,FALSE,FALSE
sultana_ritu_1,FALSE,সামনের শুক্রবার তাহলে বিয়ের দাওয়াত,0,3d,0,TRUE,FALSE
kamran.hossain,FALSE,❤️,0,3d,0,FALSE,FALSE
ra_yh_an47,TRUE,Verified  Colour matching future matching hoile hoy 🙃🤦‍♂️,0,3d,0,TRUE,FALSE
adrenaline_pura_,FALSE,Chotovai abr chotobabhi banai e felen ar koto👀,0,3d,0,TRUE,FALSE
zed_zyy,FALSE,Biye ta kore felo bro,0,3d,0,TRUE,FALSE
alif_shrabon,FALSE,biyar dawat kobe,0,3d,0,TRUE,FALSE
cherry_blossom_101_,FALSE,Both are looking gorgeous😍💖✨,0,3d,0,FALSE,FALSE
cherry_blossom_101_,FALSE,Shudhu onno der biye te ghure berale hobe tomra biye korbe kobe?😒,0,3d,0,TRUE,FALSE
btwim_oviee,FALSE,জিতছে 🥲✨️,0,3d,0,TRUE,FALSE
saibakashfia,FALSE,Vasilam mone hoy biya hoye gese👀,0,3d,0,TRUE,FALSE
ahamed_ponir08,FALSE,Future Babhi 👀,0,3d,0,FALSE,FALSE
beingrofiq_05,FALSE,Manai valo duijon reeehh❤️,0,3d,0,TRUE,FALSE
ayoshaaaat,FALSE,the outfit is a lil too matched bro dont you think I might as well get into this shipping public as well 🥸,1,3d,0,FALSE,FALSE
fatima____2k7,FALSE,Please or sathe relationship e asio na,0,3d,0,FALSE,FALSE
salvi_sowa,FALSE,Bhalo মানাইছে 😭👏👏❤️,0,3d,0,FALSE,FALSE
musicophileslashpoetophile,FALSE,❤️,0,3d,0,FALSE,FALSE
didarmiah28,FALSE,best wish,0,3d,0,FALSE,FALSE
maystick_saom,FALSE,❤️,0,3d,0,FALSE,FALSE
theycallmea_fighter,FALSE,"I was just attempting to write “congratulations, it’s a beautiful journey” ...  more",2,2d,0,FALSE,FALSE
ur_ego_15,FALSE,Biye done 👀😂,0,2d,0,FALSE,FALSE
itsflower_____,FALSE,Confused 🤦‍♀️,0,2d,0,FALSE,FALSE
just_chilling_girl_,FALSE,Bhabsi biye hoye gese 🫠,0,2d,0,TRUE,FALSE
__nous_er_,FALSE,When will u get married👀,1,2d,0,FALSE,FALSE
mr_porosh_khan,FALSE,Biye ta koro vai taratari 🤭,0,2d,0,TRUE,FALSE
sanjidaaa_______,FALSE,vablam biyer post 😭😭,0,2d,0,FALSE,FALSE
jahidhossain5615,FALSE,Yes bro😂,0,2d,0,FALSE,FALSE
sheikhsaydul,FALSE,❤️❤️,0,2d,0,FALSE,FALSE
taposhiiiiiiii,FALSE,Congratulations dearest @t.sunehra apuuuuuu 💖🫶🏼,0,2d,0,FALSE,FALSE
zan_nat17ot13,FALSE,@thechotobhai Bro please marry @t.sunehra apu... 😭,0,2d,0,FALSE,FALSE
waleeed_where_,FALSE,Bhai biyer Khabar er food review ta diyen 😭,2,2d,0,TRUE,FALSE
tanbir_hossen_,FALSE,Congratulations 🎉,2,2d,0,FALSE,FALSE
ashuraxmonkey,FALSE,Tung tung tung tung tung tung sahur,0,2d,0,FALSE,FALSE
_hu_za_i_fa_,FALSE,@thechotobhai bro vabcilam ‘’jitso jitso’’ comment korar din finally ajke eshei porlo !! @t.sunehra ar koto wait korte...  more,2,2d,0,TRUE,FALSE
morsalinhowlader1,FALSE,"at last ""পুর্নতা"".. 🙃",0,2d,0,TRUE,FALSE
mahadi_hp,FALSE,Biye ki kore felso? 🫤,0,2d,0,FALSE,FALSE
tawhidul_siam,FALSE,I thought it’s an official announcement,0,2d,0,FALSE,FALSE
mokithstillexist,FALSE,"Biya koira felen doijone, emne ar koto👀",0,2d,0,TRUE,FALSE
johanfarha,FALSE,Sunayra the choto vabi👀,0,2d,0,FALSE,FALSE
your.rana.3,FALSE,😭❤️,2,2d,0,FALSE,FALSE
mahmud_hasan_riyad,FALSE,💝🫶,0,2d,0,FALSE,FALSE
omarfarukofficial0,FALSE,❤️❤️,0,2d,0,FALSE,FALSE
am.ad7551,FALSE,🔥,0,2d,0,FALSE,FALSE
ebrahim_monna,FALSE,❤️🔥,0,2d,0,FALSE,FALSE
cry.beb,FALSE,Bro indirectly bole dilo she is his girl stay away from her..!🙂‍↔️,0,2d,0,FALSE,FALSE
tarannumsaima_19,FALSE,@_izn.0vy 😭😭,0,2d,0,FALSE,FALSE
______sparrow________________,FALSE,wahh 🔥,0,2d,0,FALSE,FALSE
toxic_rafi75,FALSE,Mone korcilam coto bhai biye korce👀,0,2d,0,TRUE,FALSE
chotobhaishawon,FALSE,Love you brother 😘❤️,0,2d,0,FALSE,FALSE
taqbir_exist,FALSE,Waiting for wed* congratulations! 👀,0,2d,0,FALSE,FALSE
aznxjnw,FALSE,恭喜你破百万啦！ 你眼光真好，一直看著我（哈哈！）,0,2d,0,FALSE,FALSE
miss.zaman___,FALSE,This upcoming couple looks like a husband and wife.👀👀,0,2d,0,FALSE,FALSE
m_u_r_s_a_l_i_n_0_,FALSE,Ore🔥,0,2d,0,FALSE,FALSE
physaalimroj,FALSE,Bia kobe tomader?,0,2d,0,TRUE,FALSE
mforthisldyy,FALSE,Giving newly Wed vibes 🔥😭❤️,0,2d,0,FALSE,FALSE
maria.shikder_,FALSE,Ai dui jon er biye hoile ami sob thike bisi khusi homu🙂✨🥹,0,2d,0,TRUE,FALSE
_moonlight.samiya_,FALSE,damn cute ❤️,0,2d,0,FALSE,TRUE
rakibul_islam_hridoyy,FALSE,👀👀,0,2d,0,FALSE,FALSE
mdnizam2804,FALSE,❤️❤️,0,2d,0,FALSE,FALSE
justme._.manam,FALSE,Kire biye kobe korba choto bhai 👀,0,2d,0,TRUE,FALSE
bengali_plate,FALSE,❤️❤️❤️,0,2d,0,FALSE,FALSE
mirza.hema,FALSE,Vai Ami sure era dui jon biye korbei,0,2d,0,TRUE,FALSE
butterfly695396,FALSE,"Matching outfits,Omo so cute!! 😍",0,2d,0,FALSE,FALSE
tahiyaatsif,FALSE,Tara biye korche na keno?,0,2d,0,TRUE,FALSE
__call__my__bijoy_,FALSE,❤️❤️,0,2d,0,FALSE,FALSE
tohiwdulislam,FALSE,W😮w,0,2d,0,FALSE,FALSE
roy_arjan2009,FALSE,Biya koren choto vai,0,2d,0,FALSE,FALSE
manha0729,FALSE,❤️👏,0,2d,0,FALSE,FALSE
sheikh_barek_00,FALSE,😍,0,2d,0,FALSE,FALSE
jss.classy_20,FALSE,😞😒,0,2d,0,FALSE,FALSE
raisa_dead2001,FALSE,🤍🩷🤍,0,2d,0,FALSE,FALSE
yes_im_santu,FALSE,Nice couple 👀,0,2d,0,FALSE,FALSE
john_stuward_,FALSE,Ami bhablam Engagement er congratulations choltese,0,2d,0,FALSE,FALSE
tasif_rabbi,FALSE,Congratulations ❤️,0,2d,0,FALSE,FALSE
abuyousuf1806,FALSE,😍,0,2d,0,FALSE,FALSE
_whos.faria._,FALSE,Biye koro bhai😭❤️,0,2d,0,FALSE,FALSE
md__sabit_khan,FALSE,I though their marriage photo 🙂,0,2d,0,FALSE,FALSE
moontakahashi_,FALSE,Future couple 😌,0,2d,0,FALSE,FALSE
_esthetic_xiam_,FALSE,Vaiya biyer vlog ta kbe dekhbo.,0,2d,0,TRUE,FALSE
mr._.glacier,FALSE,Bhai hodul ki chad e hoise naki bahire ?🙂,0,2d,0,TRUE,FALSE
mahfuzur_rahman273,FALSE,"Rafsan vai, biye kobe kortechen???",0,2d,0,TRUE,FALSE
_syn.verse__,FALSE,"Duhh, both of you look like a couple, you can't avoid it bro!",0,2d,0,FALSE,FALSE
_cotton__candy_____,FALSE,Yoo!! Congoo🔥,0,2d,0,FALSE,FALSE
_dreamy_wandererr,FALSE,❤️,0,2d,0,FALSE,FALSE
tahsan_._,FALSE,Eivabei ekdin dkhbo alhamdulillah we're finally together 🙂.. taina bhai?,0,2d,0,FALSE,FALSE
roksanashoma,FALSE,Sunehra apu re deikha like dilam... She is looking soo prettyyy 👀,0,2d,0,FALSE,FALSE
mehuglows,FALSE,Uff please don't end up with him sunehra you deserve better 😭,0,2d,0,FALSE,FALSE
_swift_pixel_2.0,FALSE,My thoughts 🤦🏻‍♀️,0,1d,0,FALSE,FALSE
nyxo_syntax,FALSE,Biye kobe korba bhai?,0,1d,0,TRUE,FALSE
mahib_siraj,FALSE,Don’t lose her. It hurts,0,1d,0,FALSE,FALSE
anam_disha,FALSE,❤️,0,1d,0,FALSE,FALSE
mamunabdullah07,FALSE,Bro tumar saal ta koithaika nicho?,0,1d,0,TRUE,FALSE
ahmed_al_amin_0,FALSE,It seems like the brother will get married soon.,0,1d,0,FALSE,FALSE
evuu001,FALSE,Ekjon ase jatir sewage cachi @t.sunehra API holo jatir choto vhabi 🥹🎀,0,1d,0,TRUE,FALSE
riad._.25,FALSE,এইবার বিয়ে করে ফেলো ভাই,0,1d,0,TRUE,FALSE
fettuccinicoming321,FALSE,Bujhlam na bhai emne hudai suspense baraite thakar mane da ki biye kore announce korlei to hoy,0,1d,0,TRUE,FALSE
_.milime._,FALSE,So we all thought the same??😭😭,0,1d,0,FALSE,FALSE
rexjoy7,FALSE,awwww🔥,0,1d,0,FALSE,FALSE
sur_jo24,FALSE,Best couple ❤️❤️❤️❤️❤️,0,1d,0,FALSE,FALSE
mithi__bae,FALSE,Please marry her 😭❤️,0,1d,0,FALSE,FALSE
cia_aontu,FALSE,@sa_ms_ul_a_r_f_i_n tor crush Rafsan are kaca 😂,0,1d,0,FALSE,FALSE
gangstar_wifee,FALSE,Bro oi din kmne bachba,0,1d,0,TRUE,FALSE
gangstar_wifee,FALSE,Jeidin jonogon er shondeho shotto hobe?,0,1d,0,TRUE,FALSE
binty_binty23218,FALSE,Lovely hidden couple❤️,0,1d,0,FALSE,FALSE
mesbaul10_,FALSE,Uss 😭,0,1d,0,FALSE,FALSE
only_shahed000,FALSE,Love you bhabi😭😉,0,1d,0,FALSE,FALSE
nerob.alam30,FALSE,❤️❤️,0,1d,0,FALSE,FALSE
istiyak_hossain__ropok_,FALSE,Nice siblings ☺️,0,1d,0,FALSE,FALSE
chowdhury_musfika,FALSE,If you are married to him I'll be very happy 😍 Who agrees with me.,0,1d,0,FALSE,FALSE
emonjahidulislam38,FALSE,❤️❤️,0,1d,0,FALSE,FALSE
mehadulhasan007,FALSE,Vabi😭😭,0,1d,0,FALSE,FALSE
_iffat.9,FALSE,Suspicious....,0,1d,0,FALSE,FALSE
ninetailssage0124,FALSE,Rafsan the choto bhai big fan pls follow me 😭😭😭,0,1d,0,FALSE,FALSE
zilwanabstrac,FALSE,Wait what marriage post naah?,0,1d,0,FALSE,FALSE
t.a_sahil,FALSE,"Hoye jabe, bujtachi bisoy ta. 🙂",0,1d,0,TRUE,FALSE
scholar_shuvo,FALSE,Congratulations 👏,0,23h,0,FALSE,FALSE
sh_an_to_64,FALSE,🤍🖤,0,23h,0,FALSE,FALSE
optic_nerve_101,FALSE,Biya ta kore felo bro👀,0,22h,0,TRUE,FALSE
sarwar_mahbub,FALSE,@thechotobhai bai aibabe post na kore kaji office a giye biye kore felen tar por hotath akdin status diben i got married...  more,0,22h,0,TRUE,FALSE
_____rakib____63,FALSE,বিয়ে কবে,0,22h,0,TRUE,FALSE
afiya_7946,FALSE,❤️❤️,0,22h,0,FALSE,FALSE
s_k.nahin_,FALSE,Just marry her atp bruh😭,0,21h,0,FALSE,FALSE
naimul_alam.s,FALSE,Cdirbhai,0,19h,0,FALSE,FALSE
shitszfaaa,FALSE,Bhai biyeta koirai felen:)),0,18h,0,TRUE,FALSE
_saby_js,FALSE,I thought engagement hoi gese😭😭😭,0,15h,0,FALSE,FALSE
shafi_289,FALSE,FWB VAI ?👀👏,0,14h,0,FALSE,FALSE
siam1.20,FALSE,😍😍,0,13h,0,FALSE,FALSE
ahan_mahtab_,FALSE,❤️,0,12h,0,FALSE,FALSE
shafayat_rafi_10,FALSE,@thechotobhai Bro sees shipping comment 😳 bro acts like 😾 bro from inside 😜,0,12h,0,FALSE,FALSE
hortensetasty482,FALSE,مبروك يا تُسْنِحَة على المليون! و شكراً لك على النظر إليّ دائماً 😊,0,11h,0,TRUE,FALSE
hortensetasty482,FALSE,الله أكبر! مبروووووك مليون متابع، طيب بس كفاية رفع النظر ليش 😂.,0,11h,0,TRUE,FALSE
mazharul0091,FALSE,Choto vai biya korso kobe?,0,11h,0,TRUE,FALSE
atikur_rahman1890,FALSE,Shob hoga marar dhanda 🙂,0,9h,0,TRUE,FALSE
xaif_akash,FALSE,Both Are my favorite,0,8h,0,FALSE,FALSE
xaif_akash,FALSE,❤️🔥,0,8h,0,FALSE,FALSE
hossainemam686,FALSE,Tomra biye kobe korba?,0,8h,0,TRUE,FALSE
rod5ela,FALSE,@t.sunehra the choto bhabi,0,7h,0,FALSE,FALSE
anupa.mostafiz61420,FALSE,🩵🩵🩵🩵🩵🩵,0,5h,0,FALSE,FALSE
adrianahmedrifat28,FALSE,"In one of the most breathtaking nights in football history, Inter Milan edged past Barcelona 7-6 in a Champions League...  more",0,5h,0,FALSE,FALSE
adrianahmedrifat28,FALSE,👀😭😍,0,5h,0,FALSE,FALSE
abiditaobroliha,FALSE,The looking UPto has two meanings...😜,0,4h,0,FALSE,FALSE
rumon._97,FALSE,তোমার বান্ধবী আমার চয়েজ হইছে 😍,0,3h,0,TRUE,FALSE
mdasifaemmed,FALSE,মাশাল্লাহ অনেক সুন্দর লাগতেছে দুজনকে,0,2h,0,TRUE,FALSE
_whyraisa_,FALSE,I thought they got married or engaged 😭🙏,0,2h,0,FALSE,FALSE
_koal_aa,FALSE,"বিশ্বাস না হলে মিলিয়ে নিয়েন! এদের বিয়ে হবেই হবে!,!🤌🏾🌝",0,40m,0,TRUE,FALSE
r.v_nuxrat_,FALSE,Lol first y Bhabsilam weeding post 🤡,0,15m,0,FALSE,FALSE
